gender,age,department,total_usetime,social_usetime,communication_usetime,entertainment_usetime,news_usetime,system_usetime,notification_usetime,view_order_top,view_order_middle,scenario,order111111,order1122,order123,order222
M,2,資工系,2,1,2,0,0,0,1,1,2,commuting,ncsywe,ncsyew,ncsewy,cnsyew
F,4,資工,4,2,3,3,0,0,0,1,2,working,csnewy,csenwy,cnsewy,csenwy
F,4,中文,3,2,2,1,2,0,0,1,2,wakingup,ncwsye,ncswey,ncwesy,cnswey
F,1,心諮系,2,2,1,0,0,0,0,1,2,wakingup,csnywe,csnyew,cnsewy,csnyew
M,2,資工系,4,4,1,1,0,0,0,1,2,wakingup,cnwsey,cnswey,cnwesy,cnswey
F,2,資工系,4,3,2,3,0,0,0,1,2,commuting,csewny,csewny,cesnwy,csewny
F,2,醫學系,4,3,2,3,0,0,0,1,2,wakingup,csweny,csewny,csweny,csewny
M,1,經濟系,3,2,1,1,0,0,0,3,2,resting,yncwes,yncwes,ycnesw,nycwes
M,2,資工系,4,3,3,1,1,0,0,1,2,wakingup,ncswey,ncswey,ncsewy,cnswey
F,2,電機工程學系,1,2,1,0,1,0,0,1,2,commuting,csweyn,csewny,csweny,csewny
M,1,經濟系,3,2,1,1,0,0,0,3,2,commuting,ywnsec,ywnsce,ynwces,wynsce
M,2,醫環系,1,1,0,2,0,0,0,1,2,wakingup,nscewy,nscewy,ncsewy,nscewy
F,1,資工,3,1,3,0,0,0,0,1,2,wakingup,ncsewy,nceswy,ncsewy,cneswy
M,2,材料系,3,2,2,0,0,0,1,1,2,commuting,scewyn,scewny,scenwy,csewny
M,2,資工系,3,0,2,2,0,0,0,1,2,resting,ecswyn,ecswny,ecsnwy,ceswny
M,2,數學系,3,?,?,?,?,?,?,1,2,wakingup,csewny,csewny,cesnwy,csewny
F,4,經濟,4,1,2,1,1,1,2,1,2,working,ncswye,ncswey,ncsewy,cnswey
F,2,電機工程學系,1,2,1,0,1,0,0,1,2,working,cswyen,cswyen,csweny,cswyen
F,2,資工系,3,1,0,2,0,0,0,3,1,working,csnewy,csenwy,cnsewy,csenwy
F,2,經濟系,2,1,1,1,0,0,0,1,2,working,ncwsey,ncswey,ncwesy,cnswey
F,2,資工系,4,1,0,3,0,0,0,1,2,commuting,csewny,csewny,cesnwy,csewny
F,2,人社系,3,3,1,1,1,0,0,1,2,working,csynew,csnyew,csyenw,csnyew
M,2,電資,3,1,1,2,1,0,0,1,2,working,cewsny,ceswny,cewnsy,ceswny
M,2,資工系,3,2,2,2,0,0,0,1,2,commuting,csnwey,csnwey,cnsewy,csnwey
F,4,國貿科,1,1,2,0,1,0,0,1,2,working,cswyne,cswyen,csweny,cswyen
M,2,材料系 ,2,0,1,1,0,0,0,1,2,working,wncsey,wncsey,wcnesy,nwcsey
F,2,人社系,3,3,1,1,1,0,0,1,2,commuting,csyewn,cseynw,csyenw,cseynw
M,2,材料系 ,2,0,1,1,0,0,0,1,2,resting,cwsney,cwnsey,csweny,cwnsey
F,4,建國,4,1,0,2,0,0,0,1,2,commuting,scenwy,scenwy,scenwy,csenwy
M,3,資工系,3,1,1,2,1,0,0,1,2,commuting,csnwey,csnwey,cnsewy,csnwey
M,4,工業工程,0,0,0,0,0,0,0,1,2,wakingup,nwcsye,nwcsey,ncwesy,nwcsey
F,4,資工,4,2,3,3,0,0,0,1,2,resting,csnewy,csenwy,cnsewy,csenwy
M,3,資工系,3,1,1,2,1,0,0,1,2,resting,csnwey,csnwey,cnsewy,csnwey
M,2,資工系,4,2,2,2,0,0,0,1,2,working,csneyw,csenwy,cnsewy,csenwy
F,2,資工系,4,4,4,4,0,0,0,1,2,wakingup,csnwye,csnwey,cnsewy,csnwey
M,3,交大應化系,3,2,2,2,0,0,0,1,2,wakingup,scenwy,scenwy,scenwy,csenwy
F,2,資工系,3,2,1,2,0,0,0,1,2,wakingup,cwsnye,cwnsey,csweny,cwnsey
M,3,材料所,4,2,2,2,0,0,0,1,2,commuting,csenwy,csenwy,cesnwy,csenwy
M,4,事業經營管理研究所,2,1,2,0,1,0,0,1,2,wakingup,cnsywe,cnsyew,cnsewy,cnsyew
M,3,資工,4,1,1,3,0,0,0,1,2,wakingup,csnywe,csnyew,cnsewy,csnyew
F,4,資料處理科,2,1,0,1,0,0,0,1,2,working,cnswye,cnswey,cnsewy,cnswey
M,2,化工系,2,1,1,1,1,0,0,3,2,working,ynwesc,ynewcs,ynwces,nyewcs
M,2,資工,4,1,1,3,1,0,1,1,2,working,cnswey,cnswey,cnsewy,cnswey
F,2,服科所,2,1,0,1,0,0,0,1,2,commuting,wcseny,wcesny,wcseny,cwesny
F,2,醫管系,3,2,1,2,0,0,0,1,2,working,cswnye,csnwey,csweny,csnwey
M,3,工科所,2,1,1,2,0,0,0,1,2,resting,cwnesy,cwensy,cnwesy,cwensy
M,2,資工系,4,2,0,2,0,0,0,1,2,working,ncsewy,nceswy,ncsewy,cneswy
F,2,教科系,3,1,0,3,0,0,0,1,2,working,cnwsey,cnswey,cnwesy,cnswey
F,4,經濟,4,1,2,1,1,1,2,1,2,wakingup,cnewsy,cnewsy,censwy,cnewsy
M,2,工工,3,1,1,1,0,0,0,1,2,working,csenwy,csenwy,cesnwy,csenwy
F,2,電機工程學系,1,2,1,0,1,0,0,1,2,resting,csewyn,csewny,cesnwy,csewny
M,2,資工系,2,1,0,1,0,0,0,1,2,resting,escnwy,escnwy,ecsnwy,escnwy
F,4,電子資料處理,4,4,4,4,0,0,0,1,2,wakingup,cnswey,cnswey,cnsewy,cnswey
M,2,工工,3,1,1,1,0,0,0,1,2,resting,scewny,scewny,scenwy,csewny
M,2,計財,2,0,0,2,0,0,0,1,3,wakingup,csnewy,csenwy,cnsewy,csenwy
F,2,人社,2,2,2,0,0,0,0,1,2,wakingup,csnywe,csnyew,cnsewy,csnyew
F,2,資工系,1,?,?,?,?,?,?,1,2,commuting,nwecsy,nwcesy,newcsy,nwcesy
F,2,教育系,3,2,3,1,0,0,0,1,2,commuting,nscewy,nscewy,ncsewy,nscewy
M,2,工工,3,1,1,1,0,0,0,1,2,wakingup,csewny,csewny,cesnwy,csewny
M,2,資工,3,1,1,3,0,0,0,1,2,wakingup,nwcsey,nwcsey,ncwesy,nwcsey
F,4,已畢業,2,0,1,0,1,0,0,1,2,wakingup,ncwyes,ncwyes,ncwesy,cnwyes
F,2,特教24,4,4,3,1,0,2,0,1,2,commuting,wcsney,wcnsey,wcseny,cwnsey
F,2,英教系,4,4,4,4,0,0,0,1,2,working,cseynw,cseynw,cesnwy,cseynw
M,3,生醫所,4,1,2,0,0,0,0,1,2,commuting,csnwye,csnwey,cnsewy,csnwey
F,3,經濟,4,2,1,2,1,1,1,1,2,commuting,csenwy,csenwy,cesnwy,csenwy
M,2,資工系,4,3,3,3,1,1,1,2,1,commuting,scenyw,scenwy,scenwy,csenwy
M,3,衛教係,3,0,1,2,0,0,0,1,2,commuting,ecswyn,ecswny,ecsnwy,ceswny
M,2,資工,3,1,1,2,0,0,0,1,2,working,csenwy,csenwy,cesnwy,csenwy
M,2,資工系,2,?,?,?,?,?,?,1,2,resting,scnywe,scnyew,scnewy,csnyew
M,2,數據所,4,2,2,0,0,0,0,1,2,wakingup,sceynw,sceynw,scenwy,cseynw
F,1,電機,3,1,1,1,0,0,0,1,2,wakingup,scewyn,scewny,scenwy,csewny
M,2,資工11,3,2,1,1,1,0,1,1,2,working,wcsney,wcnsey,wcseny,cwnsey
F,2,資訊工程系,3,2,2,4,1,0,0,1,3,resting,csweyn,csewny,csweny,csewny
F,2,特教24,4,4,3,1,0,2,0,1,2,resting,scweny,scewny,scweny,csewny
F,4,企業管理,1,0,0,1,0,0,0,1,2,working,ncswye,ncswey,ncsewy,cnswey
M,2,電機系,2,1,1,1,1,0,0,3,1,working,ncswey,ncswey,ncsewy,cnswey
M,2,資工系,3,0,2,2,0,0,0,1,2,wakingup,ncsewy,nceswy,ncsewy,cneswy
F,2,商學院 國貿系,4,2,2,0,0,0,0,1,2,commuting,csewyn,csewny,cesnwy,csewny
M,2,電機,3,1,1,4,0,0,0,1,2,working,ncswye,ncswey,ncsewy,cnswey
F,2,外語,4,4,2,1,0,0,0,1,2,resting,nwescy,nwescy,newcsy,nwescy
M,2,資工系,4,3,3,3,1,1,1,2,1,wakingup,ncewys,ncewsy,nceswy,cnewsy
F,2,服科所,2,1,0,1,0,0,0,1,2,resting,csewny,csewny,cesnwy,csewny
F,2,電物,2,1,1,0,0,0,0,1,2,wakingup,ncwsey,ncswey,ncwesy,cnswey
F,2,文資系,2,1,0,2,0,0,0,1,2,commuting,ncswey,ncswey,ncsewy,cnswey
M,2,資工系,3,1,1,2,0,0,0,1,2,working,cwnsey,cwnsey,cnwesy,cwnsey
F,2,經濟,3,2,0,4,0,0,0,2,3,working,csewny,csewny,cesnwy,csewny
F,2,醫管系,3,2,1,2,0,0,0,1,2,wakingup,cnswye,cnswey,cnsewy,cnswey
M,2,數學系,3,?,?,?,?,?,?,1,2,commuting,cswnye,csnwey,csweny,csnwey
F,2,服科所,2,1,0,1,0,0,0,1,2,wakingup,scweny,scewny,scweny,csewny
F,0,國小,0,0,0,0,0,0,0,3,2,resting,csweny,csewny,csweny,csewny
M,3,交大應化系,3,2,2,2,0,0,0,1,2,working,ecsnyw,ecnswy,ecsnwy,censwy
M,2,數學系,4,?,?,?,?,?,?,1,2,commuting,csnewy,csenwy,cnsewy,csenwy
M,2,資工系,3,1,1,1,0,0,0,1,2,resting,ncsewy,nceswy,ncsewy,cneswy
F,2,資工,3,2,2,1,0,0,0,1,2,working,nwycse,nwcyes,nwyces,nwcyes
M,2,資工系,4,1,1,4,1,0,0,1,2,working,cswyne,cswyen,csweny,cswyen
F,2,資工系,3,2,2,0,0,0,0,1,2,working,cnswey,cnswey,cnsewy,cnswey
F,2,護理系,3,2,1,1,0,0,0,1,2,working,cnswey,cnswey,cnsewy,cnswey
F,2,資訊工程系,3,2,2,1,0,0,0,1,2,commuting,csewny,csewny,cesnwy,csewny
F,2,財金,1,0,1,0,1,0,0,3,2,resting,wceyns,wceyns,wcensy,cweyns
M,4,經濟,4,2,3,2,1,0,0,1,2,commuting,cwynse,cwnyes,cwyens,cwnyes
F,2,人社系,3,3,1,1,1,0,0,1,2,resting,cseywn,cseynw,cesnwy,cseynw
F,2,醫學系,4,3,2,3,0,0,0,1,2,resting,csewny,csewny,cesnwy,csewny
M,2,資訊工程學系,2,2,2,1,0,0,0,1,3,commuting,ceswny,ceswny,cesnwy,ceswny
M,4,無,2,1,2,0,1,0,1,1,3,working,ncsewy,nceswy,ncsewy,cneswy
F,2,醫環系,3,2,1,2,0,0,0,1,2,wakingup,nwcsey,nwcsey,ncwesy,nwcsey
F,2,清華大學 工業工程與工程管理學系,3,1,2,1,1,0,0,1,2,resting,cnswey,cnswey,cnsewy,cnswey
M,2,資工11,4,1,0,3,0,0,0,1,2,wakingup,cesnyw,censwy,cesnwy,censwy
M,2,人社學士班,3,2,1,1,0,0,0,1,2,commuting,csnwye,csnwey,cnsewy,csnwey
M,4,材料,3,0,1,1,1,0,0,1,2,wakingup,cwsyne,cwsyen,csweny,cwsyen
M,2,電子物理系,4,3,2,2,1,0,0,3,2,resting,csewyn,csewny,cesnwy,csewny
M,2,電機,4,2,2,2,0,0,0,1,2,resting,csenwy,csenwy,cesnwy,csenwy
M,2,資工系,4,4,1,1,0,0,0,1,2,resting,scewny,scewny,scenwy,csewny
F,1,清大心諮系,2,1,1,0,0,0,0,1,2,commuting,ncswye,ncswey,ncsewy,cnswey
F,2,資工,3,0,0,4,0,0,0,1,2,wakingup,enscwy,encswy,enscwy,encswy
F,2,資工系,4,4,4,4,0,0,0,1,2,resting,csnywe,csnyew,cnsewy,csnyew
M,2,材料,3,1,1,2,0,0,0,1,2,wakingup,csnwey,csnwey,cnsewy,csnwey
M,4,地球科學,4,1,1,1,1,0,0,2,1,wakingup,ncwsey,ncswey,ncwesy,cnswey
M,2,醫環系,1,1,0,2,0,0,0,1,2,resting,nscewy,nscewy,ncsewy,nscewy
F,2,文資系,2,1,0,2,0,0,0,1,2,working,ncwsey,ncswey,ncwesy,cnswey
F,2,護理系,3,2,1,1,0,0,0,1,2,wakingup,nwcsey,nwcsey,ncwesy,nwcsey
F,2,外語,4,4,2,1,0,0,0,1,2,working,nwcsey,nwcsey,ncwesy,nwcsey
M,2,資工系,3,2,2,2,0,0,0,1,2,working,csnwye,csnwey,cnsewy,csnwey
M,4,電機系,2,0,0,2,0,0,0,1,2,working,nwcsey,nwcsey,ncwesy,nwcsey
M,2,資工系,4,?,?,?,?,?,?,3,2,resting,nywesc,nyewcs,nwyces,nyewcs
M,4,食品研究所,4,2,2,2,0,0,0,1,2,commuting,csnwye,csnwey,cnsewy,csnwey
F,4,國貿科,1,1,2,0,1,0,0,1,2,wakingup,cswyne,cswyen,csweny,cswyen
M,1,電機,2,1,1,1,0,0,0,1,2,wakingup,nwcyse,nwcyes,ncwesy,nwcyes
M,2,資工,3,1,1,2,0,0,0,1,2,wakingup,csenwy,csenwy,cesnwy,csenwy
F,2,機械系,4,2,2,4,1,0,0,1,2,working,ncwsye,ncswey,ncwesy,cnswey
M,2,資工11,4,1,0,3,0,0,0,1,2,commuting,cesnyw,censwy,cesnwy,censwy
M,3,社畜,4,1,0,2,0,0,1,1,2,working,csweny,csewny,csweny,csewny
M,2,資工,3,1,1,2,0,0,0,1,2,commuting,csenwy,csenwy,cesnwy,csenwy
M,2,資工系,4,4,3,4,2,0,0,1,2,working,nwcsye,nwcsey,ncwesy,nwcsey
M,2,資工系,2,?,?,?,?,?,?,1,2,commuting,scwyne,scwyen,scweny,cswyen
F,4,電子資料處理,4,4,4,4,0,0,0,1,2,commuting,cnsewy,cneswy,cnsewy,cneswy
M,2,材料23,4,2,1,2,0,0,0,1,2,wakingup,ncsewy,nceswy,ncsewy,cneswy
F,2,電機系,4,1,1,2,0,0,0,1,2,working,cwneys,cwensy,cnwesy,cwensy
F,1,清大心諮系,2,1,1,0,0,0,0,1,2,resting,scnywe,scnyew,scnewy,csnyew
M,2,管理科學系,2,2,1,1,0,0,0,1,2,commuting,wsceny,wsceny,wcseny,swceny
F,2,資工系,3,2,2,1,0,1,1,1,2,commuting,ncswey,ncswey,ncsewy,cnswey
F,4,經濟,4,1,2,1,1,1,2,1,2,resting,scewyn,scewny,scenwy,csewny
M,4,經濟,4,2,3,2,1,0,0,1,2,resting,escwny,escwny,ecsnwy,escwny
F,2,資工系,4,3,2,3,0,0,0,1,2,working,scenwy,scenwy,scenwy,csenwy
F,2,資工,3,2,2,1,0,0,0,1,2,wakingup,csnwey,csnwey,cnsewy,csnwey
F,2,行銷系,4,1,2,3,0,0,0,1,2,resting,cnsewy,cneswy,cnsewy,cneswy
M,2,資工系,4,2,0,2,0,0,0,1,2,wakingup,cnsewy,cneswy,cnsewy,cneswy
F,1,電機,3,1,1,1,0,0,0,1,2,working,scewyn,scewny,scenwy,csewny
M,2,數學系,4,?,?,?,?,?,?,1,2,working,cnsewy,cneswy,cnsewy,cneswy
M,2,資工系,3,0,2,2,0,0,0,1,2,commuting,ncswey,ncswey,ncsewy,cnswey
F,2,資工系,3,?,?,?,?,?,?,1,2,commuting,scwney,scnwey,scweny,csnwey
F,4,台大中文系畢業,3,1,2,0,0,0,0,1,2,working,ncsywe,ncsyew,ncsewy,cnsyew
M,2,資工,3,1,0,2,1,0,0,1,2,resting,cwseny,cwesny,csweny,cwesny
F,2,電機系,4,1,1,2,0,0,0,1,2,resting,scewny,scewny,scenwy,csewny
M,2,資訊工程系,2,2,1,1,0,0,0,1,2,wakingup,ncswey,ncswey,ncsewy,cnswey
F,2,資訊工程系,3,2,2,4,1,0,0,1,3,wakingup,ncwsey,ncswey,ncwesy,cnswey
M,2,資工,3,1,0,2,1,0,0,1,2,wakingup,ncsewy,nceswy,ncsewy,cneswy
M,2,資工,3,1,0,2,1,0,0,1,2,commuting,csenwy,csenwy,cesnwy,csenwy
F,2,醫學檢驗生物技術學系,4,4,4,2,2,0,0,1,3,commuting,ncsewy,nceswy,ncsewy,cneswy
M,2,數據所,4,2,2,0,0,0,0,1,2,resting,scenyw,scenwy,scenwy,csenwy
F,2,人社,2,2,2,0,0,0,0,1,2,resting,escwyn,escwny,ecsnwy,escwny
F,2,電機系,3,1,3,0,0,0,0,1,2,wakingup,cswnye,csnwey,csweny,csnwey
F,2,資工系,4,1,0,3,0,0,0,1,2,working,cwseny,cwesny,csweny,cwesny
F,2,資工系,4,3,1,1,0,0,0,1,2,working,cwnsey,cwnsey,cnwesy,cwnsey
F,2,人社,3,2,1,1,0,0,0,1,2,commuting,nsecwy,nscewy,nescwy,nscewy
F,3,服科所,3,2,1,0,0,0,0,1,2,commuting,cnwsey,cnswey,cnwesy,cnswey
F,3,資工系,2,0,1,2,0,0,0,1,2,commuting,cswyne,cswyen,csweny,cswyen
F,2,資工,2,1,1,1,0,0,0,1,2,commuting,csewny,csewny,cesnwy,csewny
M,2,資工,4,4,1,0,0,0,0,1,2,commuting,nscewy,nscewy,ncsewy,nscewy
M,2,資訊工程學系,2,2,2,1,0,0,0,1,3,working,wnscey,wncsey,wnscey,nwcsey
M,2,材料23,4,2,1,2,0,0,0,1,2,working,csnwey,csnwey,cnsewy,csnwey
M,2,資財系,4,3,2,0,0,0,0,1,2,working,csenwy,csenwy,cesnwy,csenwy
M,2,資工系,4,2,0,2,0,0,0,1,2,commuting,ncsewy,nceswy,ncsewy,cneswy
M,2,資工,4,1,1,3,1,0,1,1,2,wakingup,nwcsey,nwcsey,ncwesy,nwcsey
F,2,資工系,3,2,2,1,0,1,1,1,2,resting,ncswey,ncswey,ncsewy,cnswey
F,4,機械,1,1,0,0,1,0,0,1,2,wakingup,scewyn,scewny,scenwy,csewny
M,2,工學院學士班,2,2,1,0,0,0,0,1,2,wakingup,cwsnye,cwnsey,csweny,cwnsey
M,3,工科所,2,1,1,2,0,0,0,1,2,working,cwnesy,cwensy,cnwesy,cwensy
F,2,資工,4,1,2,4,0,0,0,1,2,resting,csynew,csnyew,csyenw,csnyew
M,2,醫環系,1,1,0,2,0,0,0,1,2,working,nwscey,nwcsey,nswcey,nwcsey
F,4,中文系,2,0,2,0,0,0,0,1,2,resting,nwcsye,nwcsey,ncwesy,nwcsey
M,2,電機系,4,3,1,2,1,0,0,2,1,resting,scnewy,scenwy,scnewy,csenwy
F,2,應用化學系,4,3,3,2,0,0,0,1,2,wakingup,cwnyse,cwnyes,cnwesy,cwnyes
F,2,教科系,3,1,0,3,0,0,0,1,2,resting,cesynw,cesynw,cesnwy,cesynw
F,4,資工,4,2,3,3,0,0,0,1,2,wakingup,csnewy,csenwy,cnsewy,csenwy
F,1,資工,3,1,3,0,0,0,0,1,2,commuting,ncsyew,ncsyew,ncsewy,cnsyew
F,4,台大中文系畢業,3,1,2,0,0,0,0,1,2,wakingup,ncsywe,ncsyew,ncsewy,cnsyew
F,2,歷史系,4,3,1,3,1,0,0,1,2,wakingup,nwcyse,nwcyes,ncwesy,nwcyes
F,2,資工,3,2,2,1,0,0,0,1,2,wakingup,ncswye,ncswey,ncsewy,cnswey
F,4,應用統計,2,1,1,0,0,0,0,1,2,resting,cswney,csnwey,csweny,csnwey
M,4,生命科學系,2,0,1,2,1,0,0,1,2,commuting,ncwsey,ncswey,ncwesy,cnswey
F,3,傳播所,3,2,2,0,0,0,0,1,2,commuting,nwcsey,nwcsey,ncwesy,nwcsey
F,2,資工系,3,2,2,1,0,1,1,1,2,wakingup,ncswey,ncswey,ncsewy,cnswey
M,2,資工系,4,4,3,4,2,0,0,1,2,wakingup,nwcyse,nwcyes,ncwesy,nwcyes
F,2,資工系,3,1,1,2,0,0,0,1,2,working,cesnwy,censwy,cesnwy,censwy
M,2,化學,2,1,0,2,1,0,0,3,2,commuting,cwnyse,cwnyes,cnwesy,cwnyes
F,2,資工,3,2,2,1,0,0,0,1,2,working,csnwey,csnwey,cnsewy,csnwey
F,4,建國,4,1,0,2,0,0,0,1,2,resting,scewny,scewny,scenwy,csewny
M,4,無,2,1,2,0,1,0,1,1,3,wakingup,nwscye,nwcsey,nswcey,nwcsey
M,4,材料,4,3,3,2,2,0,0,2,1,working,cnswey,cnswey,cnsewy,cnswey
M,2,人社系,4,2,2,2,0,0,0,1,2,commuting,csweyn,csewny,csweny,csewny
F,3,經濟,4,2,1,2,1,1,1,1,2,wakingup,csenwy,csenwy,cesnwy,csenwy
M,3,材料所,4,2,2,2,0,0,0,1,2,resting,csenwy,csenwy,cesnwy,csenwy
F,1,原科院學士班,1,1,1,1,0,0,0,1,2,working,scewyn,scewny,scenwy,csewny
F,2,護理系,3,2,1,1,0,0,0,1,2,resting,scnewy,scenwy,scnewy,csenwy
F,3,傳播所,3,2,2,0,0,0,0,1,2,working,cnwyse,cnwyes,cnwesy,cnwyes
F,2,人社,2,2,2,0,0,0,0,1,2,commuting,wecsyn,wecsny,wcensy,ewcsny
M,2,電機系,4,3,1,2,1,0,0,2,1,commuting,cnswey,cnswey,cnsewy,cnswey
F,4,已畢業,2,0,1,0,1,0,0,1,2,working,ncywse,ncwyes,ncyesw,cnwyes
F,2,電機系,3,1,3,0,0,0,0,1,2,resting,cswyne,cswyen,csweny,cswyen
F,4,中文系,2,0,2,0,0,0,0,1,2,wakingup,ncwsye,ncswey,ncwesy,cnswey
F,2,衛教系,4,1,2,3,0,0,0,1,2,working,ncwesy,ncewsy,ncwesy,cnewsy
M,2,化工系,2,1,1,1,1,0,0,3,2,resting,ynwesc,ynewcs,ynwces,nyewcs
M,4,生命科學系,2,0,1,2,1,0,0,1,2,resting,nwcsey,nwcsey,ncwesy,nwcsey
M,3,工管系,2,2,0,2,0,0,0,1,2,commuting,csnewy,csenwy,cnsewy,csenwy
M,1,物理系,3,1,2,2,0,0,0,1,2,wakingup,nyewsc,nyewcs,neycsw,nyewcs
F,2,資工系,3,1,0,2,0,0,0,3,1,commuting,csweny,csewny,csweny,csewny
M,2,資工系,2,1,0,2,0,0,0,1,2,wakingup,ncswey,ncswey,ncsewy,cnswey
F,2,資工系,4,3,0,4,0,0,0,1,2,working,nscewy,nscewy,ncsewy,nscewy
M,2,資工系,3,1,1,1,0,0,0,1,2,commuting,ncsewy,nceswy,ncsewy,cneswy
F,4,應用化學,3,1,1,0,1,0,0,1,2,working,nwcsye,nwcsey,ncwesy,nwcsey
F,4,食品營養科,1,1,1,1,0,0,0,1,2,resting,ncwsye,ncswey,ncwesy,cnswey
F,2,教育學院學士班,3,2,2,0,0,0,0,1,2,commuting,wnscey,wncsey,wnscey,nwcsey
M,2,資工系,4,2,2,2,0,0,0,1,2,commuting,cnswey,cnswey,cnsewy,cnswey
M,3,工管系,2,2,0,2,0,0,0,1,2,working,csnwey,csnwey,cnsewy,csnwey
F,2,衛教系,4,1,2,3,0,0,0,1,2,resting,ecnswy,ecnswy,ecnswy,censwy
F,2,數學系,4,3,1,1,1,0,0,1,2,commuting,cnwsey,cnswey,cnwesy,cnswey
M,3,衛教係,3,0,1,2,0,0,0,1,2,working,nscewy,nscewy,ncsewy,nscewy
M,2,資工系,4,4,1,4,0,0,0,1,2,resting,csenyw,csenwy,cesnwy,csenwy
M,3,資工所,2,1,0,2,0,0,0,2,1,commuting,swcnye,swcney,scweny,swcney
M,2,電機,4,2,2,1,0,0,0,1,2,working,cwesyn,cwesny,cewnsy,cwesny
F,4,應用統計,2,1,1,0,0,0,0,1,2,commuting,nwycse,nwcyes,nwyces,nwcyes
F,2,醫環系,3,2,1,2,0,0,0,1,2,resting,ncsewy,nceswy,ncsewy,cneswy
F,3,資工系,2,0,1,2,0,0,0,1,2,wakingup,nscwye,nscwey,ncsewy,nscwey
F,2,資工,4,1,2,4,0,0,0,1,2,commuting,nwscye,nwcsey,nswcey,nwcsey
F,2,資工系,3,?,?,?,?,?,?,1,2,wakingup,ncswye,ncswey,ncsewy,cnswey
F,4,企業管理,1,0,0,1,0,0,0,1,2,commuting,ncswye,ncswey,ncsewy,cnswey
F,1,心諮系,2,2,1,0,0,0,0,1,2,resting,scewny,scewny,scenwy,csewny
M,4,無,2,1,2,0,1,0,1,1,3,commuting,nwcsey,nwcsey,ncwesy,nwcsey
M,2,材料,3,1,1,2,0,0,0,1,2,commuting,csnwey,csnwey,cnsewy,csnwey
F,2,資工,2,1,1,0,0,0,0,1,2,working,wcseyn,wcesny,wcseny,cwesny
F,4,工管,2,0,0,0,0,0,0,1,2,resting,necswy,necswy,nceswy,encswy
F,2,特教23,3,2,2,2,0,0,0,1,2,resting,csnewy,csenwy,cnsewy,csenwy
M,2,資工,4,4,1,0,0,0,0,1,2,working,ncsewy,nceswy,ncsewy,cneswy
F,4,應用化學,3,1,1,0,1,0,0,1,2,wakingup,nwcsye,nwcsey,ncwesy,nwcsey
F,2,商學院 國貿系,4,2,2,0,0,0,0,1,2,wakingup,ncswey,ncswey,ncsewy,cnswey
F,2,資工系,1,?,?,?,?,?,?,1,2,working,nwcsey,nwcsey,ncwesy,nwcsey
M,2,奈米學士班,0,0,2,3,4,2,1,3,2,wakingup,csewyn,csewny,cesnwy,csewny
F,1,原科院學士班,1,1,1,1,0,0,0,1,2,commuting,scewyn,scewny,scenwy,csewny
M,2,管理科學系,2,2,1,1,0,0,0,1,2,working,scwney,scnwey,scweny,csnwey
F,2,電機系,3,1,3,0,0,0,0,1,2,commuting,csenwy,csenwy,cesnwy,csenwy
M,2,資工,3,2,1,2,1,0,1,1,2,wakingup,ncswye,ncswey,ncsewy,cnswey
M,4,經濟,4,2,3,2,1,0,0,1,2,working,ncwsye,ncswey,ncwesy,cnswey
F,2,教育系,3,2,3,1,0,0,0,1,2,working,ncsewy,nceswy,ncsewy,cneswy
M,2,數學系,3,?,?,?,?,?,?,1,2,resting,cswnye,csnwey,csweny,csnwey
M,2,奈米學士班,0,0,2,3,4,2,1,3,2,resting,scenwy,scenwy,scenwy,csenwy
F,4,建國,4,1,0,2,0,0,0,1,2,wakingup,csewny,csewny,cesnwy,csewny
F,2,應用化學系,4,3,3,2,0,0,0,1,2,resting,cnwesy,cnewsy,cnwesy,cnewsy
F,2,醫放系,3,1,2,0,0,0,0,1,2,resting,cnswey,cnswey,cnsewy,cnswey
F,2,資工系,1,1,0,0,0,0,0,1,2,commuting,scewny,scewny,scenwy,csewny
F,2,資工系,3,1,1,2,0,0,0,1,2,working,ncwsye,ncswey,ncwesy,cnswey
F,2,物理系,4,1,1,3,0,0,0,1,2,working,cwseny,cwesny,csweny,cwesny
F,2,資訊工程系,3,2,2,1,0,0,0,1,2,resting,csewyn,csewny,cesnwy,csewny
F,1,清大心諮系,2,1,1,0,0,0,0,1,2,working,ncswey,ncswey,ncsewy,cnswey
F,2,資工,3,2,2,1,0,0,0,1,2,resting,cseywn,cseynw,cesnwy,cseynw
F,2,工工系,3,2,2,1,0,0,0,2,1,resting,ncsewy,nceswy,ncsewy,cneswy
M,2,資工系,2,1,0,2,0,0,0,1,2,resting,ncswey,ncswey,ncsewy,cnswey
F,2,數學系,4,3,1,1,1,0,0,1,2,wakingup,csneyw,csenwy,cnsewy,csenwy
F,2,醫學檢驗生物技術學系,4,4,4,2,2,0,0,1,3,working,cnwsey,cnswey,cnwesy,cnswey
F,2,文資系,2,1,0,2,0,0,0,1,2,wakingup,ncswey,ncswey,ncsewy,cnswey
M,2,機電系,3,2,3,1,0,0,0,1,2,commuting,csewyn,csewny,cesnwy,csewny
F,2,資工系,4,2,1,3,0,0,0,1,2,working,cwseyn,cwesny,csweny,cwesny
M,2,資工系,2,1,0,2,0,0,0,1,2,commuting,ncwsye,ncswey,ncwesy,cnswey
M,2,經濟,3,2,1,1,0,0,0,1,3,commuting,csweyn,csewny,csweny,csewny
