gender,age,department,total_usetime,social_usetime,communication_usetime,entertainment_usetime,news_usetime,system_usetime,notification_usetime,view_order_top,view_order_middle,view_order_bottom,scenario,tol_111111,tol_1122,tol_123,tol_222
M,3,材料所,4,2,2,2,0,0,0,1,2,3,resting,csenwy,csenwy,cesnwy,csenwy
M,2,資工,4,1,1,3,1,0,1,1,2,3,wakingup,nwcsey,nwcsey,ncwesy,nwcsey
F,2,資工,3,2,2,1,0,0,0,1,2,3,working,nwycse,nwcyes,nwyces,nwcyes
M,2,資工系,4,1,1,4,1,0,0,1,2,3,commuting,scenyw,scenwy,scenwy,csenwy
F,4,金融所,3,2,2,0,0,0,0,1,2,3,commuting,csewny,csewny,cesnwy,csewny
M,2,資工系,4,4,1,1,0,0,0,1,2,3,commuting,scewny,scewny,scenwy,csewny
M,3,資工,4,4,4,0,0,0,0,1,2,3,working,scnewy,scenwy,scnewy,csenwy
F,2,物理系,4,1,1,3,0,0,0,1,2,3,resting,cwseny,cwesny,csweny,cwesny
M,2,資工,3,1,1,2,0,0,0,1,2,3,wakingup,csenwy,csenwy,cesnwy,csenwy
M,1,經濟系,3,2,1,1,0,0,0,3,2,1,working,eyswnc,eyswcn,esycnw,eyswcn
F,2,資訊工程系,3,2,2,4,1,0,0,1,3,2,resting,csweyn,csewny,csweny,csewny
M,3,資工系,3,1,1,2,1,0,0,1,2,3,resting,csnwey,csnwey,cnsewy,csnwey
M,2,電機系,2,1,1,1,1,0,0,3,1,2,wakingup,ncswey,ncswey,ncsewy,cnswey
F,2,教育學院學士班,3,2,2,0,0,0,0,1,2,3,commuting,wnscey,wncsey,wnscey,nwcsey
M,2,資工系,3,?,?,?,?,?,?,1,3,2,commuting,cnwsye,cnswey,cnwesy,cnswey
F,2,應用化學系,4,3,3,2,0,0,0,1,2,3,resting,cnwesy,cnewsy,cnwesy,cnewsy
M,2,電資,3,1,1,2,1,0,0,1,2,3,commuting,cwseny,cwesny,csweny,cwesny
F,2,法律系,3,2,2,0,1,0,0,1,2,3,working,scewyn,scewny,scenwy,csewny
M,2,資工,3,1,1,1,2,0,0,1,2,3,resting,scynwe,scnyew,scyenw,csnyew
F,2,資工系,3,1,1,2,0,0,0,1,2,3,resting,cesnwy,censwy,cesnwy,censwy
F,1,經濟系,3,2,2,1,1,1,0,3,2,1,commuting,csewyn,csewny,cesnwy,csewny
F,2,資工,3,1,0,3,0,0,0,1,2,3,wakingup,ncswye,ncswey,ncsewy,cnswey
F,2,教育系,3,2,3,1,0,0,0,1,2,3,wakingup,nwcsey,nwcsey,ncwesy,nwcsey
M,4,机械系,1,0,1,0,0,0,1,1,2,3,working,nscwey,nscwey,ncsewy,nscwey
F,1,資工,4,3,3,3,0,0,0,1,2,3,wakingup,scnewy,scenwy,scnewy,csenwy
F,3,傳播所,3,2,2,0,0,0,0,1,2,3,resting,censwy,censwy,censwy,censwy
F,2,資工系,1,?,?,?,?,?,?,1,2,3,commuting,nwecsy,nwcesy,newcsy,nwcesy
F,2,電物,2,1,1,0,0,0,0,1,2,3,commuting,scwney,scnwey,scweny,csnwey
M,2,化工系,2,1,1,1,1,0,0,3,2,1,resting,ynwesc,ynewcs,ynwces,nyewcs
M,2,機電系,3,2,3,1,0,0,0,1,2,3,wakingup,csewyn,csewny,cesnwy,csewny
M,2,資工系,4,3,3,1,1,0,0,1,2,3,resting,csenwy,csenwy,cesnwy,csenwy
F,1,心諮系,2,2,1,0,0,0,0,1,2,3,wakingup,csnywe,csnyew,cnsewy,csnyew
F,4,食品營養科,1,1,1,1,0,0,0,1,2,3,wakingup,nwcsey,nwcsey,ncwesy,nwcsey
M,2,數學系,4,?,?,?,?,?,?,1,2,3,wakingup,ncsewy,nceswy,ncsewy,cneswy
M,2,土木,4,1,3,3,1,0,0,1,2,3,working,ncswey,ncswey,ncsewy,cnswey
F,2,歷史系,4,3,1,3,1,0,0,1,2,3,resting,nesywc,nesycw,nescwy,ensycw
F,2,資工,1,1,1,1,0,0,0,2,1,3,working,ncseyw,nceswy,ncsewy,cneswy
M,2,資工系,3,1,1,1,0,0,0,1,2,3,commuting,ncsewy,nceswy,ncsewy,cneswy
F,1,電機,3,1,1,1,0,0,0,1,2,3,commuting,scewyn,scewny,scenwy,csewny
M,2,管理科學系,2,2,1,1,0,0,0,1,2,3,wakingup,cswney,csnwey,csweny,csnwey
F,2,人社,2,2,2,0,0,0,0,1,2,3,working,nscwey,nscwey,ncsewy,nscwey
F,1,電機,3,1,1,1,0,0,0,1,2,3,working,scewyn,scewny,scenwy,csewny
F,2,資工,4,1,2,4,0,0,0,1,2,3,commuting,nwscye,nwcsey,nswcey,nwcsey
F,1,資工,3,1,3,0,0,0,0,1,2,3,wakingup,ncsewy,nceswy,ncsewy,cneswy
F,2,資工系,3,2,2,1,0,1,1,1,2,3,wakingup,ncswey,ncswey,ncsewy,cnswey
M,2,電機系,4,3,1,2,1,0,0,2,1,3,commuting,cnswey,cnswey,cnsewy,cnswey
F,2,資工系,3,2,1,2,0,0,0,1,2,3,working,cywnse,cynwes,cwyens,cynwes
F,2,護理系,3,2,1,1,0,0,0,1,2,3,working,cnswey,cnswey,cnsewy,cnswey
M,2,資工,3,1,1,3,0,0,0,1,2,3,commuting,ncsewy,nceswy,ncsewy,cneswy
F,2,文資系,2,1,0,2,0,0,0,1,2,3,wakingup,ncswey,ncswey,ncsewy,cnswey
F,2,資工系,3,1,1,2,0,0,0,1,2,3,working,cesnwy,censwy,cesnwy,censwy
M,2,資工系,4,3,3,3,1,1,1,2,1,3,resting,cesnyw,censwy,cesnwy,censwy
M,3,社畜,4,1,0,2,0,0,1,1,2,3,commuting,wsceny,wsceny,wcseny,swceny
M,1,經濟系,3,2,1,1,0,0,0,3,2,1,wakingup,ynwecs,ynewcs,ynwces,nyewcs
F,2,電機工程學系,1,2,1,0,1,0,0,1,2,3,commuting,csweyn,csewny,csweny,csewny
M,2,資工,3,1,1,2,0,0,0,1,2,3,commuting,csenwy,csenwy,cesnwy,csenwy
M,3,工科所,2,1,1,2,0,0,0,1,2,3,commuting,cwnesy,cwensy,cnwesy,cwensy
M,2,資工,4,?,?,?,?,?,?,1,2,3,commuting,ncwsey,ncswey,ncwesy,cnswey
F,4,食品營養科,1,1,1,1,0,0,0,1,2,3,working,ncwsye,ncswey,ncwesy,cnswey
M,2,清大動機,2,1,1,1,0,0,0,1,2,3,commuting,scewny,scewny,scenwy,csewny
M,2,資工系,3,2,2,2,0,0,0,1,2,3,working,csnwye,csnwey,cnsewy,csnwey
F,2,化工系,2,1,1,1,0,0,0,1,2,3,wakingup,cesnwy,censwy,cesnwy,censwy
M,2,資工系,4,?,?,?,?,?,?,3,2,1,resting,nywesc,nyewcs,nwyces,nyewcs
M,2,電子物理系,4,3,2,2,1,0,0,3,2,1,commuting,cnwsye,cnswey,cnwesy,cnswey
M,2,資訊工程學系,2,2,2,1,0,0,0,1,3,2,wakingup,cnsewy,cneswy,cnsewy,cneswy
F,2,中山大學化學系,4,2,1,3,0,0,0,1,2,3,commuting,scewny,scewny,scenwy,csewny
F,1,資工,4,3,3,3,0,0,0,1,2,3,resting,scweny,scewny,scweny,csewny
M,3,工科所,2,1,1,2,0,0,0,1,2,3,resting,cwnesy,cwensy,cnwesy,cwensy
F,2,資訊工程系,3,2,2,1,0,0,0,1,2,3,working,cswney,csnwey,csweny,csnwey
M,4,材料,3,0,1,1,1,0,0,1,2,3,working,cwnyse,cwnyes,cnwesy,cwnyes
F,2,資工,3,1,0,3,0,0,0,1,2,3,commuting,csnwey,csnwey,cnsewy,csnwey
F,1,心諮系,2,2,1,0,0,0,0,1,2,3,working,csnwey,csnwey,cnsewy,csnwey
F,4,資工,4,2,3,3,0,0,0,1,2,3,wakingup,csnewy,csenwy,cnsewy,csenwy
F,4,護理科,2,1,2,0,0,0,0,1,2,3,resting,csnwey,csnwey,cnsewy,csnwey
F,2,資工,3,2,2,1,0,0,0,1,2,3,resting,csnwey,csnwey,cnsewy,csnwey
M,2,計財系,3,2,1,2,0,0,0,1,2,3,resting,scnywe,scnyew,scnewy,csnyew
F,2,電機系,4,1,1,2,0,0,0,1,2,3,working,cwneys,cwensy,cnwesy,cwensy
M,2,不分系,2,1,2,1,1,0,1,2,1,3,working,secywn,secynw,scenwy,escynw
F,2,財金,1,0,1,0,1,0,0,3,2,1,resting,wceyns,wceyns,wcensy,cweyns
F,2,心諮系,2,1,0,1,0,0,0,1,2,3,commuting,cwnsey,cwnsey,cnwesy,cwnsey
F,2,資工,2,1,1,1,0,0,0,1,2,3,wakingup,csewny,csewny,cesnwy,csewny
M,2,電機,4,2,2,1,0,0,0,1,2,3,commuting,cwesyn,cwesny,cewnsy,cwesny
M,3,生醫所,4,1,2,0,0,0,0,1,2,3,wakingup,ncswey,ncswey,ncsewy,cnswey
F,2,工科,4,2,1,4,0,0,0,1,2,3,wakingup,ncswye,ncswey,ncsewy,cnswey
F,2,化工系,2,1,1,1,0,0,0,1,2,3,commuting,cnwsey,cnswey,cnwesy,cnswey
F,2,英教系,4,4,4,4,0,0,0,1,2,3,working,cseynw,cseynw,cesnwy,cseynw
F,4,會計系,2,1,1,1,0,0,0,1,2,3,wakingup,cswney,csnwey,csweny,csnwey
F,4,企業管理,1,0,0,1,0,0,0,1,2,3,resting,ncswye,ncswey,ncsewy,cnswey
M,2,資工系,4,1,1,4,0,0,0,1,2,3,wakingup,ncswye,ncswey,ncsewy,cnswey
M,2,資工系,4,2,2,2,0,0,0,1,2,3,wakingup,cswney,csnwey,csweny,csnwey
M,2,資工系,4,1,1,4,1,0,0,1,2,3,working,cswyne,cswyen,csweny,cswyen
F,4,企業管理,1,0,0,1,0,0,0,1,2,3,wakingup,ncswye,ncswey,ncsewy,cnswey
F,2,電機工程學系,1,2,1,0,1,0,0,1,2,3,working,cswyen,cswyen,csweny,cswyen
F,2,資工,1,1,1,1,0,0,0,2,1,3,resting,csenwy,csenwy,cesnwy,csenwy
M,1,物理系,3,1,2,2,0,0,0,1,2,3,working,nyewsc,nyewcs,neycsw,nyewcs
M,2,資工,3,1,1,3,0,0,0,1,2,3,resting,escnwy,escnwy,ecsnwy,escnwy
M,2,資訊工程學系,2,2,2,1,0,0,0,1,3,2,commuting,ceswny,ceswny,cesnwy,ceswny
M,3,材料所,3,1,1,2,0,0,0,1,2,3,commuting,cwnsey,cwnsey,cnwesy,cwnsey
F,2,人社系,3,3,1,1,1,0,0,1,2,3,commuting,csyewn,cseynw,csyenw,cseynw
M,2,資訊工程學系,2,2,2,1,0,0,0,1,3,2,resting,csewny,csewny,cesnwy,csewny
F,2,醫學系,4,3,2,3,0,0,0,1,2,3,wakingup,csweny,csewny,csweny,csewny
F,2,資工系,4,3,2,3,0,0,0,1,2,3,commuting,csewny,csewny,cesnwy,csewny
F,2,教育系,3,2,3,1,0,0,0,1,2,3,resting,escnyw,escnwy,ecsnwy,escnwy
F,4,中文,2,2,1,0,0,0,0,1,2,3,commuting,scnwye,scnwey,scnewy,csnwey
F,2,服科所,2,1,0,1,0,0,0,1,2,3,commuting,wcseny,wcesny,wcseny,cwesny
F,2,商學院,4,2,2,4,0,0,1,1,2,3,working,csnwey,csnwey,cnsewy,csnwey
M,2,電機,3,1,1,4,0,0,0,1,2,3,working,ncswye,ncswey,ncsewy,cnswey
F,3,資工系,2,0,1,2,0,0,0,1,2,3,working,wnycse,wncyes,wnyces,nwcyes
F,2,歷史系,4,3,1,3,1,0,0,1,2,3,commuting,nwcsye,nwcsey,ncwesy,nwcsey
M,2,人社系,4,2,2,2,0,0,0,1,2,3,commuting,csweyn,csewny,csweny,csewny
F,4,中文,2,2,1,0,0,0,0,1,2,3,resting,scnwye,scnwey,scnewy,csnwey
F,2,法律系,3,2,2,0,1,0,0,1,2,3,commuting,scweny,scewny,scweny,csewny
M,2,人社學士班,3,2,1,1,0,0,0,1,2,3,resting,scenwy,scenwy,scenwy,csenwy
F,4,企業管理,1,0,0,1,0,0,0,1,2,3,working,ncswye,ncswey,ncsewy,cnswey
F,2,清華大學 工業工程與工程管理學系,3,1,2,1,1,0,0,1,2,3,resting,cnswey,cnswey,cnsewy,cnswey
F,2,商學院 國貿系,4,2,2,0,0,0,0,1,2,3,working,cswney,csnwey,csweny,csnwey
M,3,工管系,2,2,0,2,0,0,0,1,2,3,commuting,csnewy,csenwy,cnsewy,csenwy
F,0,國小,0,0,0,0,0,0,0,3,2,1,resting,csweny,csewny,csweny,csewny
M,2,資工系,4,3,3,3,1,1,1,2,1,3,working,scewyn,scewny,scenwy,csewny
M,2,資工系,4,4,1,1,0,0,0,1,2,3,wakingup,cnwsey,cnswey,cnwesy,cnswey
F,2,統計系,3,2,0,2,0,0,0,1,2,3,resting,cnywse,cnwyes,cnyesw,cnwyes
F,2,英教系,4,4,4,4,0,0,0,1,2,3,resting,cseynw,cseynw,cesnwy,cseynw
F,2,資訊工程系,3,2,2,4,1,0,0,1,3,2,wakingup,ncwsey,ncswey,ncwesy,cnswey
F,2,資工系,1,?,?,?,?,?,?,1,2,3,resting,nescwy,necswy,nescwy,encswy
M,2,工工,3,1,1,1,0,0,0,1,2,3,commuting,csewyn,csewny,cesnwy,csewny
M,2,資財系,4,3,2,0,0,0,0,1,2,3,resting,csenwy,csenwy,cesnwy,csenwy
F,2,文資系,2,1,0,2,0,0,0,1,2,3,wakingup,ncswey,ncswey,ncsewy,cnswey
F,1,電機,3,1,1,1,0,0,0,1,2,3,wakingup,scewyn,scewny,scenwy,csewny
F,1,清大心諮系,2,1,1,0,0,0,0,1,2,3,resting,scnywe,scnyew,scnewy,csnyew
F,2,經濟,3,2,0,4,0,0,0,2,3,1,working,csewny,csewny,cesnwy,csewny
F,2,統計系,3,2,0,2,0,0,0,1,2,3,working,ncwyse,ncwyes,ncwesy,cnwyes
F,2,教科系,3,1,0,3,0,0,0,1,2,3,working,cnwsey,cnswey,cnwesy,cnswey
M,2,數據所,4,2,2,0,0,0,0,1,2,3,commuting,csewyn,csewny,cesnwy,csewny
M,2,人社學士班,3,2,1,1,0,0,0,1,2,3,working,cnswye,cnswey,cnsewy,cnswey
F,2,資訊工程系,3,2,2,4,1,0,0,1,3,2,working,ncwsey,ncswey,ncwesy,cnswey
M,2,人社,3,1,2,0,1,0,0,1,3,2,wakingup,ncswye,ncswey,ncsewy,cnswey
M,2,管理科學系,2,2,1,1,0,0,0,1,2,3,commuting,wsceny,wsceny,wcseny,swceny
F,2,資工,3,0,0,4,0,0,0,1,2,3,working,ecsnwy,ecnswy,ecsnwy,censwy
M,4,電機系,2,0,0,2,0,0,0,1,2,3,wakingup,nwcsey,nwcsey,ncwesy,nwcsey
M,2,電機系,2,1,1,1,1,0,0,3,1,2,working,ncswey,ncswey,ncsewy,cnswey
M,2,奈米學士班,0,0,2,3,4,2,1,3,2,1,commuting,cwseny,cwesny,csweny,cwesny
M,1,生科系,2,4,3,0,1,2,3,1,2,3,resting,scnywe,scnyew,scnewy,csnyew
F,3,傳播所,3,2,2,0,0,0,0,1,2,3,working,cnwyse,cnwyes,cnwesy,cnwyes
F,3,經濟,4,2,1,2,1,1,1,1,2,3,commuting,csenwy,csenwy,cesnwy,csenwy
M,4,事業經營管理研究所,2,1,2,0,1,0,0,1,2,3,resting,cnswye,cnswey,cnsewy,cnswey
F,2,醫學系,3,2,2,0,0,0,0,3,2,1,resting,csnwey,csnwey,cnsewy,csnwey
F,2,金融系,2,2,1,0,0,0,0,1,2,3,resting,csnwye,csnwey,cnsewy,csnwey
M,4,工業工程,0,0,0,0,0,0,0,1,2,3,wakingup,nwcsye,nwcsey,ncwesy,nwcsey
F,4,台大中文系畢業,3,1,2,0,0,0,0,1,2,3,commuting,cnswey,cnswey,cnsewy,cnswey
F,4,已畢業,2,0,1,0,1,0,0,1,2,3,wakingup,ncwyes,ncwyes,ncwesy,cnwyes
F,2,資工系,3,2,2,0,0,0,0,1,2,3,commuting,cwnsey,cwnsey,cnwesy,cwnsey
F,2,醫放系,3,1,2,0,0,0,0,1,2,3,resting,cnswey,cnswey,cnsewy,cnswey
M,2,工工,3,1,1,1,0,0,0,1,2,3,working,csenwy,csenwy,cesnwy,csenwy
F,2,商學院 國貿系,4,2,2,0,0,0,0,1,2,3,commuting,csewyn,csewny,cesnwy,csewny
M,2,資工系,2,1,1,1,0,0,0,1,2,3,commuting,nwcsey,nwcsey,ncwesy,nwcsey
M,2,資工系,2,1,1,1,0,0,0,1,2,3,wakingup,nwycse,nwcyes,nwyces,nwcyes
F,2,行銷系,4,1,2,3,0,0,0,1,2,3,commuting,cnsewy,cneswy,cnsewy,cneswy
F,2,文資系,2,1,0,2,0,0,0,1,2,3,commuting,ncswey,ncswey,ncsewy,cnswey
M,2,資工系,4,2,0,2,0,0,0,1,2,3,resting,ncsewy,nceswy,ncsewy,cneswy
M,2,資工,3,1,1,3,0,0,0,1,2,3,working,ncsewy,nceswy,ncsewy,cneswy
F,2,清華大學 工業工程與工程管理學系,3,1,2,1,1,0,0,1,2,3,commuting,cnswey,cnswey,cnsewy,cnswey
F,2,資工系,3,2,1,0,0,0,0,1,2,3,wakingup,csnywe,csnyew,cnsewy,csnyew
F,2,醫學系,3,2,2,0,0,0,0,3,2,1,commuting,csewny,csewny,cesnwy,csewny
F,2,特教23,3,2,2,2,0,0,0,1,2,3,wakingup,csnewy,csenwy,cnsewy,csenwy
F,2,醫管系,3,2,1,2,0,0,0,1,2,3,working,cswnye,csnwey,csweny,csnwey
M,2,資工系,2,?,?,?,?,?,?,1,2,3,wakingup,scnwey,scnwey,scnewy,csnwey
M,3,資工,4,4,4,0,0,0,0,1,2,3,resting,scnewy,scenwy,scnewy,csenwy
F,2,文資系,2,1,0,2,0,0,0,1,2,3,commuting,ncswey,ncswey,ncsewy,cnswey
M,2,資工,4,4,1,0,0,0,0,1,2,3,commuting,nscewy,nscewy,ncsewy,nscewy
F,2,外語,4,4,2,1,0,0,0,1,2,3,resting,nwescy,nwescy,newcsy,nwescy
F,2,服科所,2,1,0,1,0,0,0,1,2,3,resting,csewny,csewny,cesnwy,csewny
M,2,材料23,4,2,1,2,0,0,0,1,2,3,resting,escwny,escwny,ecsnwy,escwny
F,4,國貿科,1,1,2,0,1,0,0,1,2,3,commuting,cswnye,csnwey,csweny,csnwey
F,4,會計系,2,1,1,1,0,0,0,1,2,3,working,csnewy,csenwy,cnsewy,csenwy
F,2,醫放系,3,1,2,0,0,0,0,1,2,3,commuting,cnswey,cnswey,cnsewy,cnswey
M,2,工工,3,1,1,1,0,0,0,1,2,3,resting,scewny,scewny,scenwy,csewny
F,2,教育系,3,2,3,1,0,0,0,1,2,3,working,ncsewy,nceswy,ncsewy,cneswy
F,2,法律系,3,2,2,0,1,0,0,1,2,3,resting,escwny,escwny,ecsnwy,escwny
M,3,交大應化系,3,2,2,2,0,0,0,1,2,3,wakingup,scenwy,scenwy,scenwy,csenwy
M,2,資工系,4,1,1,4,0,0,0,1,2,3,working,ncswey,ncswey,ncsewy,cnswey
F,2,資工系,3,3,2,1,0,0,0,1,2,3,commuting,cwnyse,cwnyes,cnwesy,cwnyes
F,2,資工系,1,?,?,?,?,?,?,1,2,3,working,nwcsey,nwcsey,ncwesy,nwcsey
M,2,資工系,4,2,0,2,0,0,0,1,2,3,working,ncsewy,nceswy,ncsewy,cneswy
F,4,護理科,2,1,2,0,0,0,0,1,2,3,working,cswney,csnwey,csweny,csnwey
M,2,材料系,3,2,2,0,0,0,1,1,2,3,wakingup,nscewy,nscewy,ncsewy,nscewy
M,2,資工,4,?,?,?,?,?,?,1,2,3,working,wncsey,wncsey,wcnesy,nwcsey
M,2,資訊工程系,2,2,1,1,0,0,0,1,2,3,working,csweyn,csewny,csweny,csewny
F,4,應用化學,3,1,1,0,1,0,0,1,2,3,commuting,nwcsye,nwcsey,ncwesy,nwcsey
F,2,特教23,3,2,2,2,0,0,0,1,2,3,resting,csnewy,csenwy,cnsewy,csenwy
F,2,人社,3,2,1,1,0,0,0,1,2,3,resting,nscewy,nscewy,ncsewy,nscewy
F,2,外語,4,4,2,1,0,0,0,1,2,3,wakingup,nwcsey,nwcsey,ncwesy,nwcsey
M,4,經濟,4,2,3,2,1,0,0,1,2,3,wakingup,nwcsye,nwcsey,ncwesy,nwcsey
M,2,數學系,3,?,?,?,?,?,?,1,2,3,working,cswyen,cswyen,csweny,cswyen
F,2,電物,2,1,1,0,0,0,0,1,2,3,wakingup,ncwsey,ncswey,ncwesy,cnswey
M,2,化學,2,1,0,2,1,0,0,3,2,1,resting,cwseyn,cwesny,csweny,cwesny
M,4,工業工程,0,0,0,0,0,0,0,1,2,3,working,nwcsye,nwcsey,ncwesy,nwcsey
M,3,資工,4,1,1,3,0,0,0,1,2,3,resting,cnsywe,cnsyew,cnsewy,cnsyew
F,2,資工系,3,3,2,1,0,0,0,1,2,3,working,csenwy,csenwy,cesnwy,csenwy
M,2,資工系,2,1,0,1,0,0,0,1,2,3,wakingup,csweny,csewny,csweny,csewny
F,4,資料處理科,2,1,0,1,0,0,0,1,2,3,wakingup,wncsey,wncsey,wcnesy,nwcsey
M,4,經濟,4,2,3,2,1,0,0,1,2,3,resting,escwny,escwny,ecsnwy,escwny
M,3,材料所,4,2,2,2,0,0,0,1,2,3,commuting,csenwy,csenwy,cesnwy,csenwy
M,2,電機系,4,2,1,4,0,0,0,1,2,3,wakingup,ceswny,ceswny,cesnwy,ceswny
M,2,資工11,4,1,0,3,0,0,0,1,2,3,resting,censyw,censwy,censwy,censwy
F,2,人社系,3,3,1,1,1,0,0,1,2,3,working,csynew,csnyew,csyenw,csnyew
M,2,電機,3,1,1,4,0,0,0,1,2,3,wakingup,ncswye,ncswey,ncsewy,cnswey
F,2,資工系,1,1,0,0,0,0,0,1,2,3,commuting,scewny,scewny,scenwy,csewny
M,2,資工系,4,2,0,2,0,0,0,1,2,3,commuting,ncsewy,nceswy,ncsewy,cneswy
F,2,資工,2,1,1,1,0,0,0,1,2,3,commuting,csewny,csewny,cesnwy,csewny
F,4,機械,1,1,0,0,1,0,0,1,2,3,working,scewyn,scewny,scenwy,csewny
F,2,資工系,4,2,1,3,0,0,0,1,2,3,wakingup,cwnyse,cwnyes,cnwesy,cwnyes
F,2,資工,3,2,2,1,0,0,0,1,2,3,working,csnwey,csnwey,cnsewy,csnwey
F,2,資工,3,?,?,?,?,?,?,1,2,3,commuting,escwny,escwny,ecsnwy,escwny
F,4,工業管理科,2,0,0,0,0,0,0,1,2,3,wakingup,cewnsy,cenwsy,cewnsy,cenwsy
F,2,醫環系,3,2,1,2,0,0,0,1,2,3,resting,ncsewy,nceswy,ncsewy,cneswy
F,4,中文系,2,0,2,0,0,0,0,1,2,3,resting,nwcsye,nwcsey,ncwesy,nwcsey
M,2,不分系,2,1,2,1,1,0,1,2,1,3,wakingup,esycwn,escynw,esycnw,escynw
M,2,資工系,3,2,2,2,0,0,0,1,2,3,resting,csnwey,csnwey,cnsewy,csnwey
M,3,資工,4,1,1,3,0,0,0,1,2,3,wakingup,csnywe,csnyew,cnsewy,csnyew
F,2,數學系,4,3,1,1,1,0,0,1,2,3,resting,scnewy,scenwy,scnewy,csenwy
F,2,特教24,4,4,3,1,0,2,0,1,2,3,working,wsceny,wsceny,wcseny,swceny
M,2,材料23,4,2,1,2,0,0,0,1,2,3,working,csnwey,csnwey,cnsewy,csnwey
F,1,經濟系,3,2,2,1,1,1,0,3,2,1,wakingup,ywesnc,ywescn,yewcns,wyescn
F,2,資工系,3,1,1,2,0,0,0,1,2,3,commuting,cwnsey,cwnsey,cnwesy,cwnsey
F,4,工業管理科,2,0,0,0,0,0,0,1,2,3,working,enwscy,enswcy,enwcsy,enswcy
M,2,計財,2,0,0,2,0,0,0,1,3,2,wakingup,csnewy,csenwy,cnsewy,csenwy
M,2,不分系,2,1,2,1,1,0,1,2,1,3,resting,csewny,csewny,cesnwy,csewny
M,2,資工,3,1,1,1,2,0,0,1,2,3,wakingup,scynew,scnyew,scyenw,csnyew
F,2,統計系,3,2,0,2,0,0,0,1,2,3,wakingup,ncswye,ncswey,ncsewy,cnswey
M,1,生科系,2,4,3,0,1,2,3,1,2,3,working,scnywe,scnyew,scnewy,csnyew
F,1,心諮系,2,2,1,0,0,0,0,1,2,3,commuting,scewny,scewny,scenwy,csewny
F,2,資訊工程系,3,2,2,4,1,0,0,1,3,2,commuting,ncswey,ncswey,ncsewy,cnswey
M,2,資工系,4,4,1,4,0,0,0,1,2,3,working,csenyw,csenwy,cesnwy,csenwy
M,3,資工所,2,1,0,2,0,0,0,2,1,3,wakingup,swcnye,swcney,scweny,swcney
M,2,工學院學士班,2,2,1,0,0,0,0,1,2,3,wakingup,cwsnye,cwnsey,csweny,cwnsey
M,2,資工系,4,2,2,2,0,0,0,1,2,3,resting,csenyw,csenwy,cesnwy,csenwy
M,2,材料,3,1,1,2,0,0,0,1,2,3,working,csnwey,csnwey,cnsewy,csnwey
F,2,資工,1,1,1,1,0,0,0,2,1,3,wakingup,csenyw,csenwy,cesnwy,csenwy
M,2,資工系,2,1,0,2,0,0,0,1,2,3,working,ncwsye,ncswey,ncwesy,cnswey
F,2,資工系,3,2,1,0,0,0,0,1,2,3,working,csnywe,csnyew,cnsewy,csnyew
M,2,資工系,2,1,2,0,0,0,1,1,2,3,commuting,ncsywe,ncsyew,ncsewy,cnsyew
M,2,資工,4,?,?,?,?,?,?,1,2,3,resting,ceswny,ceswny,cesnwy,ceswny
F,3,經濟,4,2,1,2,1,1,1,1,2,3,working,csewny,csewny,cesnwy,csewny
F,2,經濟系,2,1,1,1,0,0,0,1,2,3,wakingup,wncsey,wncsey,wcnesy,nwcsey
M,2,電機,4,2,2,1,0,0,0,1,2,3,working,cwesyn,cwesny,cewnsy,cwesny
F,1,原科院學士班,1,1,1,1,0,0,0,1,2,3,working,scewyn,scewny,scenwy,csewny
F,4,工管,2,0,0,0,0,0,0,1,2,3,working,nwcsey,nwcsey,ncwesy,nwcsey
F,2,資工,2,1,1,0,0,0,0,1,2,3,resting,ecswny,ecswny,ecsnwy,ceswny
F,2,教育學院學士班,3,2,2,0,0,0,0,1,2,3,resting,escwny,escwny,ecsnwy,escwny
F,4,中文,3,2,2,1,2,0,0,1,2,3,wakingup,ncwsye,ncswey,ncwesy,cnswey
F,0,國小,0,0,0,0,0,0,0,3,2,1,commuting,csweny,csewny,csweny,csewny
M,2,電機系,4,3,1,2,1,0,0,2,1,3,wakingup,scwnye,scnwey,scweny,csnwey
F,2,醫環系,3,2,1,2,0,0,0,1,2,3,wakingup,nwcsey,nwcsey,ncwesy,nwcsey
F,2,工工系,3,0,1,2,0,0,0,1,2,3,resting,ncwsey,ncswey,ncwesy,cnswey
M,2,醫環系,1,1,0,2,0,0,0,1,2,3,commuting,nscewy,nscewy,ncsewy,nscewy
M,2,經濟,3,2,1,1,0,0,0,1,3,2,commuting,csweyn,csewny,csweny,csewny
F,2,資工系,4,3,1,1,0,0,0,1,2,3,commuting,cwnsey,cwnsey,cnwesy,cwnsey
M,2,電子物理系,4,3,2,2,1,0,0,3,2,1,resting,csewyn,csewny,cesnwy,csewny
M,2,電機系,2,1,1,1,1,0,0,3,1,2,resting,ncswey,ncswey,ncsewy,cnswey
M,3,生醫所,4,1,2,0,0,0,0,1,2,3,commuting,csnwye,csnwey,cnsewy,csnwey
M,2,工學院學士班,2,2,1,0,0,0,0,1,2,3,working,cnswye,cnswey,cnsewy,cnswey
F,2,醫學系,3,2,2,0,0,0,0,3,2,1,wakingup,cnswey,cnswey,cnsewy,cnswey
F,3,資工系,2,0,1,2,0,0,0,1,2,3,commuting,cswyne,cswyen,csweny,cswyen
F,2,資工系,2,?,?,?,?,?,?,1,3,2,resting,csnewy,csenwy,cnsewy,csenwy
